47.9166666667,64.5833333333,75.0,60.4166666667,62.5
39.5833333333,70.8333333333,58.3333333333,60.4166666667,72.9166666667
50.0,50.0,62.5,52.0833333333,68.75
43.75,45.8333333333,35.4166666667,47.9166666667,47.9166666667
45.8333333333,64.5833333333,47.9166666667,66.6666666667,37.5
68.75,85.4166666667,58.3333333333,43.75,81.25
62.5,56.25,72.9166666667,50.0,52.0833333333
47.9166666667,66.6666666667,70.8333333333,70.8333333333,70.8333333333
37.5,60.4166666667,58.3333333333,62.5,66.6666666667
37.5,43.75,52.0833333333,50.0,54.1666666667
56.25,60.4166666667,68.75,39.5833333333,39.5833333333
81.25,33.3333333333,50.0,58.3333333333,41.6666666667
58.3333333333,52.0833333333,43.75,60.4166666667,70.8333333333
43.75,68.75,56.25,64.5833333333,62.5
54.1666666667,54.1666666667,47.9166666667,52.0833333333,58.3333333333
41.6666666667,60.4166666667,27.0833333333,62.5,62.5
31.25,60.4166666667,87.5,85.4166666667,95.8333333333
39.5833333333,58.3333333333,45.8333333333,54.1666666667,58.3333333333
45.8333333333,56.25,60.4166666667,77.0833333333,77.0833333333
41.6666666667,50.0,39.5833333333,60.4166666667,75.0
47.9166666667,39.5833333333,89.5833333333,58.3333333333,85.4166666667
52.0833333333,41.6666666667,47.9166666667,54.1666666667,68.75
25.0,54.1666666667,45.8333333333,81.25,62.5
50.0,52.0833333333,39.5833333333,43.75,60.4166666667
43.75,60.4166666667,52.0833333333,62.5,77.0833333333
47.9166666667,58.3333333333,52.0833333333,47.9166666667,58.3333333333
22.9166666667,43.75,27.0833333333,70.8333333333,20.8333333333
37.5,50.0,45.8333333333,56.25,62.5
35.4166666667,58.3333333333,52.0833333333,75.0,62.5
43.75,60.4166666667,52.0833333333,62.5,77.0833333333
39.5833333333,50.0,45.8333333333,77.0833333333,58.3333333333
50.0,66.6666666667,66.6666666667,97.9166666667,85.4166666667
52.0833333333,75.0,68.75,58.3333333333,64.5833333333
35.4166666667,68.75,50.0,66.6666666667,70.8333333333
31.25,72.9166666667,56.25,70.8333333333,60.4166666667
31.25,72.9166666667,54.1666666667,72.9166666667,91.6666666667
14.5833333333,95.8333333333,58.3333333333,70.8333333333,79.1666666667
64.5833333333,50.0,47.9166666667,56.25,47.9166666667
33.3333333333,79.1666666667,41.6666666667,72.9166666667,79.1666666667
41.6666666667,56.25,75.0,64.5833333333,79.1666666667
31.25,72.9166666667,64.5833333333,79.1666666667,66.6666666667
47.9166666667,58.3333333333,56.25,70.8333333333,83.3333333333
18.75,75.0,66.6666666667,52.0833333333,77.0833333333
47.9166666667,45.8333333333,54.1666666667,50.0,66.6666666667
60.4166666667,29.1666666667,29.1666666667,66.6666666667,66.6666666667
39.5833333333,56.25,41.6666666667,62.5,54.1666666667
18.75,83.3333333333,72.9166666667,58.3333333333,77.0833333333
31.25,47.9166666667,66.6666666667,62.5,81.25
35.4166666667,58.3333333333,43.75,64.5833333333,68.75
52.0833333333,58.3333333333,22.9166666667,66.6666666667,72.9166666667
58.3333333333,41.6666666667,29.1666666667,64.5833333333,54.1666666667
39.5833333333,75.0,58.3333333333,45.8333333333,87.5
58.3333333333,43.75,64.5833333333,64.5833333333,54.1666666667
54.1666666667,58.3333333333,50.0,60.4166666667,54.1666666667
45.8333333333,45.8333333333,60.4166666667,68.75,68.75
29.1666666667,72.9166666667,68.75,58.3333333333,72.9166666667
43.75,50.0,68.75,79.1666666667,47.9166666667
43.75,52.0833333333,54.1666666667,66.6666666667,64.5833333333
29.1666666667,47.9166666667,56.25,72.9166666667,72.9166666667
31.25,50.0,56.25,62.5,58.3333333333
29.1666666667,70.8333333333,64.5833333333,64.5833333333,70.8333333333
35.4166666667,45.8333333333,56.25,54.1666666667,52.0833333333
75.0,66.6666666667,52.0833333333,58.3333333333,41.6666666667
56.25,75.0,72.9166666667,64.5833333333,77.0833333333
56.25,35.4166666667,81.25,64.5833333333,47.9166666667
29.1666666667,43.75,54.1666666667,41.6666666667,41.6666666667
37.5,56.25,47.9166666667,64.5833333333,64.5833333333
56.25,52.0833333333,47.9166666667,66.6666666667,45.8333333333
29.1666666667,66.6666666667,62.5,64.5833333333,75.0
22.9166666667,79.1666666667,68.75,62.5,50.0
54.1666666667,52.0833333333,54.1666666667,77.0833333333,72.9166666667
54.1666666667,64.5833333333,52.0833333333,75.0,52.0833333333
43.75,50.0,62.5,64.5833333333,64.5833333333
29.1666666667,54.1666666667,45.8333333333,79.1666666667,72.9166666667
72.9166666667,56.25,66.6666666667,52.0833333333,47.9166666667
52.0833333333,52.0833333333,50.0,52.0833333333,52.0833333333
56.25,77.0833333333,75.0,50.0,83.3333333333
